game_id,play_id,nugs_score,opp_score,score_change,points,type,description,n1,n2,n3,n4,n5
"=""0021600067""",363,73,68,1,1.0,Free Throw Flagrant 2 of 2,Nurkic Free Throw Flagrant 2 of 2 (18 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Emmanuel Mudiay,Jameer Nelson
"=""0021600067""",365,73,68,0,0.0,sub,SUB: Bjelica FOR Dieng,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Emmanuel Mudiay,Jameer Nelson
"=""0021600067""",366,76,68,3,3.0,Jump Shot,Gallinari  3PT Jump Shot (17 PTS) (Nelson 6 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Emmanuel Mudiay,Jameer Nelson
"=""0021600067""",367,76,68,0,0.0,s.foul,Nurkic S.FOUL (P4.T4) (M.Callahan),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Emmanuel Mudiay,Jameer Nelson
"=""0021600067""",369,76,69,-1,0.0,Free Throw 1 of 2,Towns Free Throw 1 of 2 (26 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Emmanuel Mudiay,Jameer Nelson
"=""0021600082""",0,0,0,NA,NA,start of period,NA,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",1,0,0,0,0.0,jump ball,Jump Ball Drummond vs. Nurkic: Tip to Harris,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",2,0,0,0,0.0,s.foul,Nurkic S.FOUL (P1.T1) (K.Fitzgerald),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",3,0,1,-1,0.0,Free Throw 1 of 2,Drummond Free Throw 1 of 2 (1 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",5,0,1,0,0.0,Free Throw 2 of 2,MISS Drummond Free Throw 2 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",7,0,1,0,0.0,rebound offensive,Marc Morris REBOUND (Off:1 Def:0),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",8,0,4,-3,0.0,Jump Shot,Caldwell-Pope 26' 3PT Jump Shot (3 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",9,0,4,0,0.0,Layup,"MISS Nurkic  Layup, Drummond BLOCK (1 BLK)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",10,0,4,0,0.0,rebound defensive,Drummond REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",11,0,4,0,0.0,s.foul,Mudiay S.FOUL (P1.T2) (V.Voyard-Tadal),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",12,0,5,-1,0.0,Free Throw 1 of 2,Drummond Free Throw 1 of 2 (2 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",14,0,6,-1,0.0,Free Throw 2 of 2,Drummond Free Throw 2 of 2 (3 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",16,0,6,0,0.0,bad pass,"Nurkic Bad Pass Turnover (P1.T1), Drummond STEAL (1 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",17,0,8,-2,0.0,Alley Oop Dunk,Drummond  Alley Oop Dunk (5 PTS) (Smith 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",18,0,8,0,0.0,timeout: regular,Nuggets Timeout: Regular (Reg.1 Short 0),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",20,0,8,0,0.0,Jump Shot,MISS Mudiay 26' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",21,0,8,0,0.0,team rebound,Nuggets Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",22,0,8,0,0.0,out of bounds lost ball turnover,Mudiay Out of Bounds Lost Ball Turnover (P1.T2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",23,0,10,-2,0.0,Jump Shot,Harris 12' Jump Shot (2 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",24,2,10,2,2.0,Layup,Nurkic 2' Layup (2 PTS) (Murray 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",25,2,12,-2,0.0,Jump Shot,Smith 22' Jump Shot (2 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",26,2,12,0,0.0,Jump Shot,MISS Jokic 7' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",27,2,12,0,0.0,rebound defensive,Drummond REBOUND (Off:0 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",28,2,12,0,0.0,Jump Shot,MISS Marc Morris 15' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",29,2,12,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",30,2,12,0,0.0,bad pass,Nurkic Bad Pass Turnover (P2.T3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",31,2,14,-2,0.0,Jump Shot,Caldwell-Pope 19' Jump Shot (5 PTS) (Drummond 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",32,2,14,0,0.0,Jump Shot,MISS Gallinari 26' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",33,2,14,0,0.0,rebound defensive,Smith REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",34,2,14,0,0.0,Jump Shot,MISS Harris 27' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",35,2,14,0,0.0,rebound defensive,Nurkic REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",36,2,14,0,0.0,Jump Shot,"MISS Nurkic 4' Jump Shot, Harris BLOCK (1 BLK)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",37,2,14,0,0.0,rebound defensive,Drummond REBOUND (Off:0 Def:3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",38,2,14,0,0.0,Jump Shot,MISS Caldwell-Pope 19' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",39,2,14,0,0.0,rebound defensive,Jokic REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",40,2,14,0,0.0,Jump Shot,MISS Murray  3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",41,2,14,0,0.0,rebound defensive,Drummond REBOUND (Off:0 Def:4),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",42,2,16,-2,0.0,Layup,Harris 1' Layup (4 PTS) (Caldwell-Pope 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",43,2,16,0,0.0,timeout: short,Nuggets Timeout: Short (Reg.1 Short 1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",162,22,38,0,0.0,sub,SUB: Jokic FOR Hernangomez,Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",163,22,38,0,0.0,Turnaround Jump Shot,MISS Marc Morris 17' Turnaround Jump Shot,Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",164,22,38,0,0.0,rebound defensive,Jokic REBOUND (Off:1 Def:2),Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",165,22,38,0,0.0,Jump Shot,MISS Jokic 8' Jump Shot,Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",166,22,38,0,0.0,rebound defensive,Marc Morris REBOUND (Off:1 Def:1),Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",167,22,38,0,0.0,Hook Shot,MISS Drummond 5' Hook Shot,Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",168,22,38,0,0.0,rebound defensive,Nurkic REBOUND (Off:1 Def:2),Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",169,24,38,2,2.0,Driving Layup,Chandler 1' Driving Layup (10 PTS),Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",170,24,38,0,0.0,p.foul,Jokic P.FOUL (P1.T3) (V.Voyard-Tadal),Jameer Nelson,Wilson Chandler,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic
"=""0021600082""",171,24,38,0,0.0,sub,SUB: Gallinari FOR Chandler,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",172,24,40,-2,0.0,Pullup Jump Shot,Johnson 20' Pullup Jump Shot (2 PTS) (Leuer 3 AST),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",173,24,40,0,0.0,p.foul,Marc Morris P.FOUL (P2.T3) (V.Voyard-Tadal),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",174,24,40,0,0.0,sub,SUB: Harris FOR Marc Morris,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",175,24,40,0,0.0,Jump Shot,MISS Nelson 17' Jump Shot,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",176,24,40,0,0.0,rebound defensive,Drummond REBOUND (Off:1 Def:9),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",177,24,40,0,0.0,lost ball,"Nelson STEAL (2 STL), Drummond Lost Ball Turnover (P2.T4)",Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",178,24,40,0,0.0,Jump Shot,MISS Mudiay 12' Jump Shot,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",179,24,40,0,0.0,rebound offensive,Nurkic REBOUND (Off:2 Def:2),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",180,26,40,2,2.0,Layup,Nurkic 1' Layup (6 PTS),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",181,26,40,0,0.0,Jump Shot,MISS Udrih 17' Jump Shot,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",182,26,40,0,0.0,rebound defensive,Gallinari REBOUND (Off:1 Def:1),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",183,26,40,0,0.0,Jump Shot,"MISS Gallinari 5' Jump Shot, Drummond BLOCK (2 BLK)",Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",184,26,40,0,0.0,rebound defensive,Udrih REBOUND (Off:0 Def:2),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",185,26,42,-2,0.0,Dunk,Leuer  Dunk (7 PTS) (Udrih 2 AST),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",186,26,42,0,0.0,Jump Shot,"MISS Jokic 3' Jump Shot, Leuer BLOCK (1 BLK)",Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",187,26,42,0,0.0,rebound defensive,Harris REBOUND (Off:0 Def:3),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",188,26,42,0,0.0,foul,NA,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",189,26,42,0,0.0,timeout: regular,PISTONS Timeout: Regular (Full 2 Short 0),Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",191,26,42,0,0.0,sub,SUB: Smith FOR Udrih,Jameer Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari
"=""0021600082""",192,26,42,0,0.0,sub,SUB: Murray FOR Nelson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",193,26,43,-1,0.0,Free Throw Technical,Harris Free Throw Technical (5 PTS),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",195,26,43,0,0.0,Jump Shot,MISS Harris 18' Jump Shot,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",196,26,43,0,0.0,rebound defensive,Nurkic REBOUND (Off:2 Def:3),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",197,26,43,0,0.0,s.foul,Drummond S.FOUL (P1.T4) (J.Capers),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",198,27,43,1,1.0,Free Throw 1 of 2,Mudiay Free Throw 1 of 2 (1 PTS),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",200,28,43,1,1.0,Free Throw 2 of 2,Mudiay Free Throw 2 of 2 (2 PTS),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",202,28,43,0,0.0,step out of bounds turnover,Harris Step Out of Bounds Turnover (P1.T5),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",203,28,43,0,0.0,Jump Shot,"MISS Mudiay 3' Jump Shot, Drummond BLOCK (3 BLK)",Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",204,28,43,0,0.0,team rebound,Nuggets Rebound,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",205,28,43,0,0.0,Jump Shot,MISS Gallinari 20' Jump Shot,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",206,28,43,0,0.0,team rebound,PISTONS Rebound,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",208,28,43,0,0.0,Jump Shot,MISS Leuer 20' Jump Shot,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",209,28,43,0,0.0,rebound defensive,Nurkic REBOUND (Off:2 Def:4),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",210,30,43,2,2.0,Layup,Jokic  Layup (2 PTS) (Nurkic 1 AST),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",212,30,43,0,0.0,Jump Shot,MISS Leuer 27' 3PT Jump Shot,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",213,30,43,0,0.0,rebound defensive,Gallinari REBOUND (Off:1 Def:2),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",214,32,43,2,2.0,Dunk,Nurkic  Dunk (8 PTS) (Gallinari 2 AST),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",215,32,43,0,0.0,timeout: short,PISTONS Timeout: Short (Full 2 Short 1),Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",216,32,43,0,0.0,sub,SUB: Caldwell-Pope FOR Johnson,Jusuf Nurkic,Emmanuel Mudiay,Nikola Jokic,Danilo Gallinari,Jamal Murray
"=""0021600082""",266,44,51,0,0.0,start of period,NA,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",267,46,51,2,2.0,Jump Shot,Jokic 16' Jump Shot (6 PTS) (Mudiay 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",268,46,51,0,0.0,bad pass,Drummond Bad Pass Turnover (P3.T8),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",269,46,51,0,0.0,lost ball,"Mudiay Lost Ball Turnover (P2.T5), Smith STEAL (1 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",270,46,51,0,0.0,s.foul,Jokic S.FOUL (P2.T1) (K.Fitzgerald),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",271,46,51,0,0.0,Free Throw 1 of 2,MISS Drummond Free Throw 1 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",272,46,51,0,0.0,team rebound,PISTONS Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",273,46,51,0,0.0,Free Throw 2 of 2,MISS Drummond Free Throw 2 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",275,46,51,0,0.0,rebound offensive,Marc Morris REBOUND (Off:2 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",276,46,53,-2,0.0,Layup,Drummond  Layup (9 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",277,46,53,0,0.0,s.foul,Gallinari S.FOUL (P1.T2) (J.Capers),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",278,46,53,0,0.0,Free Throw 1 of 1,MISS Drummond Free Throw 1 of 1,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",279,46,53,0,0.0,rebound defensive,Jokic REBOUND (Off:2 Def:3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",280,46,53,0,0.0,Jump Shot,MISS Murray 26' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",281,46,53,0,0.0,rebound defensive,Marc Morris REBOUND (Off:2 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",282,46,55,-2,0.0,Jump Shot,Marc Morris 16' Jump Shot (6 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",283,46,55,0,0.0,Jump Shot,MISS Murray 25' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",284,46,55,0,0.0,rebound offensive,Nurkic REBOUND (Off:3 Def:4),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",285,46,55,0,0.0,bad pass,"Murray Bad Pass Turnover (P1.T6), Marc Morris STEAL (1 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",286,46,55,0,0.0,Jump Shot,MISS Marc Morris 27' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",287,46,55,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",288,46,55,0,0.0,bad pass,"Mudiay Bad Pass Turnover (P3.T7), Smith STEAL (2 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",289,46,55,0,0.0,Jump Shot,MISS Smith 22' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",290,46,55,0,0.0,team rebound,Nuggets Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",291,46,55,0,0.0,p.foul,Marc Morris P.FOUL (P3.T1) (J.Capers),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",292,46,55,0,0.0,Jump Shot,MISS Gallinari 26' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",293,46,55,0,0.0,rebound defensive,Drummond REBOUND (Off:1 Def:12),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",295,46,55,0,0.0,bad pass,"Nurkic STEAL (1 STL), Harris Bad Pass Turnover (P3.T9)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",296,46,55,0,0.0,lost ball,"Murray Lost Ball Turnover (P2.T8), Caldwell-Pope STEAL (1 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",297,46,57,-2,0.0,Dunk,Drummond  Dunk (11 PTS) (Smith 3 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600082""",298,46,57,0,0.0,timeout: regular,Nuggets Timeout: Regular (Reg.3 Short 1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
